Standardised_smiles,Inchikey
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,UWFYSQMTEOIJJG-FDTZYFLXSA-N
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,WZHCOOQXZCIUNC-UHFFFAOYSA-N
CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,WRCHFMBCVFFYEQ-UHFFFAOYSA-N
Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,GSNHKUDZZFZSJB-HLMSNRGBSA-N
c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,OCAPBUJLXMYKEJ-UHFFFAOYSA-N
Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,FIAFUQMPZJWCLV-UHFFFAOYSA-N
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,HYWYRSMBCFDLJT-UHFFFAOYSA-N
O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,FFINMCNLQNTKLU-UHFFFAOYSA-N
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,PWZUUYSISTUNDW-VAFBSOEGSA-N
C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,JKKFKPJIXZFSSB-CBZIJGRNSA-N
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,PROQIPRRNZUXQM-ZXXIGWHRSA-N
S=P(N1CC1)(N1CC1)N1CC1,FOCVUCIESVLUNU-UHFFFAOYSA-N
Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,FMHHVULEAZTJMA-UHFFFAOYSA-N
CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,JWCSIUVGFCSJCK-CAVRMKNVSA-N
O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,JZFPYUNJRRFVQU-UHFFFAOYSA-N
OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,GUBGYTABKSRVRQ-QKKXKWKRSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
N[C@@H](CSCC(=O)O)C(=O)O,GBFLZEXEOZUWRN-VKHMYHEASA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
NC(N)=O,XSQUKJJJFZCRTK-UHFFFAOYSA-N
C=O,WSFSSNUMVMOOMR-UHFFFAOYSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
C[C@H](CCC(=O)O)[C@@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@@]21C,KXGVEGMKQFWNSR-SYSXUHNUSA-N
NC[C@@H]1O[C@H](O[C@@H]2[C@@H](O[C@@H]3O[C@@H](CO)[C@H](O)[C@H]3O)[C@H](O)[C@@H](N)C[C@H]2N)[C@@H](N)[C@H](O)[C@H]1O,NSKGQURZWSPSBC-NLZFXWNVSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
Oc1ccccc1,ISWSIDIOOBJBQZ-UHFFFAOYSA-N
O=C(O)c1nc(=O)[nH]c(=O)[nH]1,RYYCJUAHISIHTL-UHFFFAOYSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C,VWWQXMAJTJZDQX-UYBVJOGSSA-N
CC(=O)OCC[N+](C)(C)C,OIPILFWXSMYKGL-UHFFFAOYSA-N
N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,LDCYZAJDBXYCGN-VIFPVBQESA-N
CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,IECPWNUMDGFDKC-MZJAQBGESA-N
NC(=O)c1cccnc1,DFPAKSUCGFBDDF-UHFFFAOYSA-N
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,BHQCQFFYRZLCQQ-OELDTZBJSA-N
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,BENFXAYNYRLAIU-QSVFAHTRSA-N
O=C(CCCCCCC(=O)Nc1ccccc1)NO,WAEXFXRVDQXREF-UHFFFAOYSA-N
Cc1ccc(C(C)C)c(O)c1,MGSRCZKZVOBKFT-UHFFFAOYSA-N
CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,LWQQLNNNIPYSNX-UROSTWAQSA-N
C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CCC2=O,WKRLQDKEXYKHJB-HFTRVMKXSA-N
O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N
CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)\C=C/CNC(=O)/C=C\[C@@H](C)[C@@H](C(C)C)OC(=O)C12,SUYRLXYYZQTJHF-FUODUHIRSA-N
CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,DSSYKIVIOFKYAU-OIBJUYFYSA-N
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,MNDBXUUTURYVHR-UHFFFAOYSA-N
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,FBPFZTCFMRRESA-JGWLITMVSA-N
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,MNJVRJDLRVPLFE-UHFFFAOYSA-N
CCC[C@@H]1CC(C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,OJMMVQQUTAEWLP-ISVUEQNNSA-N
C#CCN(C)Cc1ccccc1,DPWPWRLQFGFJFI-UHFFFAOYSA-N
CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,JTPUMZTWMWIVPA-UHFFFAOYSA-O
OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,WFPIAZLQTJBIFN-DVZOWYKESA-N
CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,GFBKORZTTCHDGY-UWVJOHFNSA-N
CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,VZYCZNZBPPHOFY-UHFFFAOYSA-N
CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,JOMHSQGEWSNUKU-UHFFFAOYSA-N
CN(C)CCC(c1ccccc1)c1ccccn1,IJHNSHDBIRRJRN-UHFFFAOYSA-N
CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,ISFHAYSTHMVOJR-UHFFFAOYSA-N
CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,KLPWJLBORRMFGK-UHFFFAOYSA-N
CCN(CCCc1ccccc1)CCCc1ccccc1,ZPFXAOWNKLFJDN-UHFFFAOYSA-N
CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,XLOQNFNTQIRSOX-UHFFFAOYSA-N
CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,NOSIYYJFMPDDSA-UHFFFAOYSA-N
O=[N+]([O-])OC[C@H](O[N+](=O)[O-])[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],SNFOERUNNSHUGP-ZXZARUISSA-N
CCCCCON=O,CSDTZUBPSYWZDX-UHFFFAOYSA-N
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,XXSMGPRMXLTPCZ-UHFFFAOYSA-N
CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,WPVFJKSGQUFQAP-GKAPJAKFSA-N
O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,BOFQWVMAQOTZIW-UHFFFAOYSA-N
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,LUALIOATIOESLM-UHFFFAOYSA-N
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,OHKOGUYZJXTSFX-KZFFXBSXSA-N
C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,LPQZKKCYTLCDGQ-WEDXCCLWSA-N
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C,NPGNOVNWUSPMDP-HLLBOEOZSA-N
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,ZEMIJUDPLILVNQ-ZXFNITATSA-N
COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,RJQXTJLFIWVMTO-TYNCELHUSA-N
CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,PFOLLRNADZZWEX-FFGRCDKISA-N
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,KJHKTHWMRKYKJE-SUGCFTRWSA-N
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,GUHPRPJDBZHYCJ-UHFFFAOYSA-N
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,FYPMFJGVHOHGLL-UHFFFAOYSA-N
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCC/N=C/N)C[C@H]12,ZSKVGTPCRGIANV-ZXFLCMHBSA-N
CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,DHSUYTOATWAVLW-WFVMDLQDSA-N
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,KJONHKAYOJNZEC-UHFFFAOYSA-N
N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,XAXMYHMKTCNRRZ-UHFFFAOYSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,FBOUYBDGKBSUES-VXKWHMMOSA-N
CO[C@H]1C[C@H]2CC[C@H](C)[C@](O)(O2)C(=O)C(=O)N2CCCC[C@@H]2C(=O)OC([C@@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@@H](C)C[C@@H](C)/C=C/C=C/C=C/1C,HKVAMNSJSFKALM-CYUZEOOHSA-N
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,IKMPWMZBZSAONZ-UHFFFAOYSA-N
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,MWQCHHACWWAQLJ-UHFFFAOYSA-N
CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,PWAJCNITSBZRBL-UHFFFAOYSA-N
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,RUDATBOHQWOJDD-UZVSRGJWSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,ASWVTGNCAZCNNR-UHFFFAOYSA-N
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,QPPBRPIAZZHUNT-UHFFFAOYSA-N
C=CCOc1ccccc1OCC(O)CNC(C)C,CEMAWMOMDPGJMB-UHFFFAOYSA-N
CC1C(c2ccccc2)OCCN1C,MFOCDFTXLCYLKU-UHFFFAOYSA-N
CC(=O)Nc1c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I,BAQCROVBDNBEEB-UBYUBLNFSA-N
CN[C@@H](C)Cc1ccccc1,MYWUZJCMWCOHBA-VIFPVBQESA-N
C[C@H](N)Cc1ccccc1,KWTSXDURSIMDCE-QMMMGPOBSA-N
CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,ROYOYTLGDLIGBX-UHFFFAOYSA-N
OC(O)C(Cl)(Cl)Cl,RNFNDJAIBTYOQL-UHFFFAOYSA-N
CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,CHBRHODLKOZEPZ-UHFFFAOYSA-N
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,VMIYHDSEFNYJSL-UHFFFAOYSA-N
O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1,ZIXNZOBDFKSQTC-UHFFFAOYSA-N
COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,RBOXVHNMENFORY-DNJOTXNNSA-N
CC(Cc1ccccc1)NCCC#N,IQUFSXIQAFPIMR-UHFFFAOYSA-N
CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O,CUCHJCMWNFEYOM-UHFFFAOYSA-N
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,PPTYJKAXVCCBDU-UHFFFAOYSA-N
O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,CHIFCDOIPRCHCF-UHFFFAOYSA-N
N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,UFIVBRCCIRTJTN-UHFFFAOYSA-N
CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,PXBVEXGRHZFEOF-UHFFFAOYSA-N
CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,NMCHYWGKBADVMK-UHFFFAOYSA-N
CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,OGDVEMNWJVYAJL-LEPYJNQMSA-N
CCNC1C2CCC(C2)C1c1ccccc1,IKFBPFGUINLYQI-UHFFFAOYSA-N
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,GVGLGOZIDCSQPN-PVHGPHFFSA-N
O=C(O)CCCO,SJZRECIVHVDYJC-UHFFFAOYSA-N
Nc1ccc(/N=N/c2ccccc2)c(N)n1,QPFYXYFORQJZEC-FOCLMDBBSA-N
CCC1(c2ccccc2)CCC(=O)NC1=O,JMBQKKAJIKAWKF-UHFFFAOYSA-N
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,OFHCOWSQAMBJIW-AVJTYSNKSA-N
Cc1cc(=O)n(-c2ccccc2)n1C,VEQOALNAAJBPNY-UHFFFAOYSA-N
CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,XBMIVRRWGCYBTQ-UHFFFAOYSA-N
C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,ATXHVCQZZJYMCF-XUDSTZEESA-N
C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,OBDOVFRMEYHSQB-UHFFFAOYSA-N
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,NZLBHDRPUJLHCE-UHFFFAOYSA-N
COc1ccc(C(=O)c2ccccc2)c(O)c1,DXGLGDHPHMLXJC-UHFFFAOYSA-N
Nc1cc(-c2ccncc2)c[nH]c1=O,RNLQIBCLLYYYFJ-UHFFFAOYSA-N
CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H](C2[C@H]5O)N3[C@@H]1O,CJDRUOGAGYHKKD-HEFSZTOGSA-N
C=CCN1CCCC1CNC(=O)c1cc2n[nH]nc2cc1OC,KSEYRUGYKHXGFW-UHFFFAOYSA-N
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,RMMXTBMQSGEXHJ-UHFFFAOYSA-N
CC(SC(=O)c1cccs1)C(=O)NCC(=O)O,JNYSEDHQJCOWQU-UHFFFAOYSA-N
O=[N+]([O-])c1ccc(O)c2ncccc12,RJIWZDNTCBHXAL-UHFFFAOYSA-N
NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,UOZODPSAJZTQNH-LSWIJEOBSA-N
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,PDMMFKSKQVNJMI-BLQWBTBKSA-N
O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12,NWGGKKGAFZIVBJ-UHFFFAOYSA-N
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,VABCILAOYCMVPS-UHFFFAOYSA-N
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,WYUSVOMTXWRGEK-HBWVYFAYSA-N
Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,UNJFKXSSGBWRBZ-BJCIPQKHSA-N
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC#N)[C@H]2SC1,RRYMAQUWDLIUPV-BXKDBHETSA-N
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,HVFLCNVBZFFHBT-ZKDACBOMSA-N
Cn1cnc2c1c(=O)[nH]c(=O)n2C,YAPQBXQYLJRXSA-UHFFFAOYSA-N
O=C(Nc1ccc2c(=O)cc(-c3nn[nH]n3)oc2c1)c1ccc(OCCCCc2ccccc2)cc1,UAJUXJSXCLUTNU-UHFFFAOYSA-N
CC(C)C(=O)OCC(=O)[C@@]12OC(C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,LUKZNWIVRBCLON-FOMURGDPSA-N
C[N+]1(C)[C@@H]2CC(OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@H]1O[C@H]12,LERNTVKEWCAPOY-KYQOMENCSA-N
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,ANZXOIAKUNOVQU-UHFFFAOYSA-N
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,STJMRWALKKWQGH-UHFFFAOYSA-N
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,POZRVZJJTULAOH-LHZXLZLDSA-N
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,VRQVVMDWGGWHTJ-CQSZACIVSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,ALWKGYPQUAPLQC-UHFFFAOYSA-N
O=C(Oc1ccccc1C(=O)O)c1ccccc1O,WVYADZUPLLSGPU-UHFFFAOYSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,WDJUZGPOPHTGOT-XUDUSOBPSA-N
C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,METQSPRSQINEEU-HXCATZOESA-N
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,IAKHMKGGTNLKSZ-UHFFFAOYSA-N
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,IIBYAHWJQTYFKB-UHFFFAOYSA-N
COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,BLGXFZZNTVWLAY-SCYLSFHTSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,MKPDWECBUAZOHP-AFYJWTTESA-N
COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1,QFWPJPIVLCBXFJ-UHFFFAOYSA-N
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,ITRJWOMZKQRYTA-RFZYENFJSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)C2CC(=O)C(CS[C@@H]3CN4CCC3CC4)CN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O,WTHRRGMBUAHGNI-MJWHERSYSA-N
C#CCN[C@@H]1CCc2ccccc21,RUOKEQAAGRXIBM-GFCCVEGCSA-N
CC[C@H](NC(C)C)[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,FKNXQNWAXFXVNW-BLLLJJGKSA-N
CNC(C)(C)Cc1ccccc1,RXQCGGRTAILOIN-UHFFFAOYSA-N
CN[C@@H](C)[C@H](O)c1ccccc1,KWGRBVOPPLSCSI-WPRPVWTQSA-N
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,NTHXOOBQLCIOLC-UHFFFAOYSA-N
CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,LQCLVBQBTUVCEQ-QTFUVMRISA-N
CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,KQXKVJAGOJTNJS-HNNXBMFYSA-N
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,IMSSROKUHAOUJS-MJCUULBUSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,UYXAWHWODHRRMR-UHFFFAOYSA-N
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,PAZQYDJGLKSCSI-UHFFFAOYSA-N
CCCCC1(CC)C(=O)NC(=O)NC1=O,STDBAQMTJLUMFW-UHFFFAOYSA-N
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,UORJNBVJVRLXMQ-UHFFFAOYSA-N
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,VIROVYVQCGLCII-UHFFFAOYSA-N
Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,ADXGNEYLLLSOAR-UHFFFAOYSA-N
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,HRWCVUIFMSZDJS-SZMVWBNQSA-N
CCc1nc(C2CC2)c(C(N)=O)n1Cc1ccc2oc(-c3ccccc3NS(=O)(=O)C(F)(F)F)c(Br)c2c1,DUEWVPTZCSAMNB-UHFFFAOYSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
CCCCc1nc(CCCC)n(Cc2ccc(-c3ccccc3-c3nn[nH]n3)nc2)n1,YONOBYIBNBCDSJ-UHFFFAOYSA-N
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,HHHKFGXWKKUNCY-FHWLQOOXSA-N
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,BGSZAXLLHYERSY-XQIGCQGXSA-N
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,OWWLUIWOFHMHOQ-XGHATYIMSA-N
